Country,Region,Happiness Rank,Score,Standard Error,GDP,Family,Healthy life expectancy,Freedom,Trust Government Corruption,Generosity,Dystopia Residual,Year,Lower Confidence Interval,Upper Confidence Interval,Whisker.high,Whisker.low,Dystopia Residual,Social Support,Perceptions of corruption
Bulgaria,Central and Eastern Europe,134,4.218,0.04828,1.01216,1.10614,0.76649,0.30587,0.00872,0.11921,0.89991,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt,Middle East and Northern Africa,135,4.194,0.0326,0.8818,0.747,0.61712,0.17288,0.06324,0.11291,1.59927,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yemen,Middle East and Northern Africa,136,4.077,0.04367,0.5464899999999999,0.68093,0.40064,0.35570999999999997,0.07854,0.09131,1.92313,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,Sub-Saharan Africa,137,4.033,0.047580000000000004,0.75778,0.8604,0.16683,0.10384000000000002,0.07122,0.12344000000000001,1.9493900000000002,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mali,Sub-Saharan Africa,138,3.995,0.05602000000000001,0.26074,1.03526,0.20583,0.38856999999999997,0.12352,0.18798,1.79293,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Congo (Brazzaville),Sub-Saharan Africa,139,3.989,0.06682,0.67866,0.6629,0.31051,0.41466000000000003,0.11685999999999999,0.12387999999999999,1.68135,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Comoros,Sub-Saharan Africa,140,3.9560000000000004,0.04797,0.23906,0.79273,0.36315,0.22916999999999998,0.19899999999999998,0.17440999999999998,1.95812,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uganda,Sub-Saharan Africa,141,3.931,0.04317,0.21101999999999999,1.13299,0.33860999999999997,0.45726999999999995,0.07267,0.29066,1.42766,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Senegal,Sub-Saharan Africa,142,3.904,0.03608,0.36498,0.97619,0.4354,0.36772,0.10712999999999999,0.20843000000000003,1.44395,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabon,Sub-Saharan Africa,143,3.8960000000000004,0.04547,1.06024,0.90528,0.43372,0.31914000000000003,0.11091,0.06822,0.99895,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niger,Sub-Saharan Africa,144,3.845,0.036019999999999996,0.0694,0.77265,0.29707,0.47691999999999996,0.15639,0.19387000000000001,1.87877,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambodia,Southeastern Asia,145,3.819,0.05069,0.46038,0.62736,0.61114,0.66246,0.07247,0.40359,0.98195,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tanzania,Sub-Saharan Africa,146,3.781,0.05061,0.2852,1.00268,0.38215,0.32878,0.05747000000000001,0.34376999999999996,1.38079,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madagascar,Sub-Saharan Africa,147,3.681,0.03633,0.20824,0.66801,0.46721,0.19184,0.08123999999999999,0.21333000000000002,1.851,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Central African Republic,Sub-Saharan Africa,148,3.678,0.06112000000000001,0.0785,0.0,0.06699,0.48878999999999995,0.08288999999999999,0.23835,2.7223,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chad,Sub-Saharan Africa,149,3.667,0.0383,0.34193,0.76062,0.1501,0.23501,0.05269,0.18386,1.9429599999999998,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guinea,Sub-Saharan Africa,150,3.656,0.0359,0.17417,0.46475,0.24009,0.37725,0.12139000000000001,0.28657,1.9917200000000002,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ivory Coast,Sub-Saharan Africa,151,3.655,0.051410000000000004,0.46534,0.77115,0.15185,0.46866,0.17922000000000002,0.20165,1.41723,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burkina Faso,Sub-Saharan Africa,152,3.5869999999999997,0.04324,0.25811999999999996,0.85188,0.27125,0.39493,0.12832000000000002,0.21746999999999997,1.46494,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,Southern Asia,153,3.575,0.03084,0.31982,0.30285,0.30335,0.23414000000000001,0.09719,0.3651,1.9521,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rwanda,Sub-Saharan Africa,154,3.465,0.03464,0.22208000000000003,0.7737,0.42863999999999997,0.59201,0.55191,0.22628,0.67042,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benin,Sub-Saharan Africa,155,3.34,0.03656,0.28665,0.35386,0.3191,0.4845,0.0801,0.1826,1.6332799999999998,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Syria,Middle East and Northern Africa,156,3.0060000000000002,0.05015,0.6632,0.47489,0.7219300000000001,0.15684,0.18905999999999998,0.47179,0.32858000000000004,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burundi,Sub-Saharan Africa,157,2.905,0.08657999999999999,0.0153,0.41586999999999996,0.22396,0.1185,0.10062,0.19727,1.83302,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Togo,Sub-Saharan Africa,158,2.839,0.06727000000000001,0.20868,0.13995,0.28443,0.36453,0.10730999999999999,0.16680999999999999,1.56726,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denmark,Western Europe,1,7.526,0.0,1.4417799999999998,1.16374,0.79504,0.5794100000000001,0.44453000000000004,0.36171,2.73939,2016,7.46,7.5920000000000005,0.0,0.0,0.0,0.0,0.0
Switzerland,Western Europe,2,7.5089999999999995,0.0,1.5273299999999999,1.14524,0.86303,0.58557,0.41203,0.28083,2.69463,2016,7.428,7.59,0.0,0.0,0.0,0.0,0.0
Iceland,Western Europe,3,7.501,0.0,1.42666,1.18326,0.8673299999999999,0.56624,0.14975,0.47678000000000004,2.83137,2016,7.332999999999999,7.669,0.0,0.0,0.0,0.0,0.0
Norway,Western Europe,4,7.497999999999999,0.0,1.57744,1.1269,0.79579,0.59609,0.35775999999999997,0.37895,2.66465,2016,7.421,7.575,0.0,0.0,0.0,0.0,0.0
Finland,Western Europe,5,7.412999999999999,0.0,1.40598,1.1346399999999999,0.81091,0.57104,0.41003999999999996,0.25492,2.82596,2016,7.351,7.475,0.0,0.0,0.0,0.0,0.0
Canada,North America,6,7.404,0.0,1.44015,1.0961,0.8276,0.5737,0.31329,0.44833999999999996,2.70485,2016,7.335,7.473,0.0,0.0,0.0,0.0,0.0
Netherlands,Western Europe,7,7.3389999999999995,0.0,1.46468,1.02912,0.8123100000000001,0.55211,0.29927,0.47416,2.70749,2016,7.284,7.394,0.0,0.0,0.0,0.0,0.0
New Zealand,Australia and New Zealand,8,7.334,0.0,1.36066,1.17278,0.83096,0.5814699999999999,0.41903999999999997,0.49401000000000006,2.47553,2016,7.263999999999999,7.404,0.0,0.0,0.0,0.0,0.0
Australia,Australia and New Zealand,9,7.313,0.0,1.4444299999999999,1.10476,0.8512,0.5683699999999999,0.32331,0.47407,2.5465,2016,7.2410000000000005,7.385,0.0,0.0,0.0,0.0,0.0
Sweden,Western Europe,10,7.291,0.0,1.45181,1.08764,0.83121,0.58218,0.40867,0.38254,2.54734,2016,7.227,7.355,0.0,0.0,0.0,0.0,0.0
Israel,Middle East and Northern Africa,11,7.267,0.0,1.33766,0.9953700000000001,0.8491700000000001,0.36432,0.08728,0.32288,3.31029,2016,7.199,7.335,0.0,0.0,0.0,0.0,0.0
Austria,Western Europe,12,7.119,0.0,1.45038,1.0838299999999998,0.80565,0.54355,0.21348000000000003,0.32865,2.6934299999999998,2016,7.045,7.193,0.0,0.0,0.0,0.0,0.0
United States,North America,13,7.104,0.0,1.50796,1.04782,0.779,0.48163,0.14868,0.41076999999999997,2.72782,2016,7.02,7.188,0.0,0.0,0.0,0.0,0.0
Costa Rica,Latin America and Caribbean,14,7.087000000000001,0.0,1.06879,1.02152,0.76146,0.55225,0.10547000000000001,0.22553,3.3516800000000004,2016,6.999,7.175,0.0,0.0,0.0,0.0,0.0
Puerto Rico,Latin America and Caribbean,15,7.039,0.0,1.35943,1.08113,0.77758,0.46823000000000004,0.12275,0.22202,3.0076,2016,6.794,7.284,0.0,0.0,0.0,0.0,0.0
Germany,Western Europe,16,6.994,0.0,1.44787,1.09774,0.81487,0.53466,0.28551,0.30451999999999996,2.5093099999999997,2016,6.93,7.058,0.0,0.0,0.0,0.0,0.0
Brazil,Latin America and Caribbean,17,6.952000000000001,0.0,1.08754,1.03938,0.61415,0.40425,0.14165999999999998,0.15775999999999998,3.5073300000000005,2016,6.875,7.029,0.0,0.0,0.0,0.0,0.0
Belgium,Western Europe,18,6.928999999999999,0.0,1.42539,1.05249,0.8195899999999999,0.51354,0.26248,0.2424,2.61355,2016,6.861000000000001,6.997000000000001,0.0,0.0,0.0,0.0,0.0
Ireland,Western Europe,19,6.907,0.0,1.4834100000000001,1.16157,0.81455,0.54008,0.29754,0.44963000000000003,2.15988,2016,6.836,6.978,0.0,0.0,0.0,0.0,0.0
Luxembourg,Western Europe,20,6.871,0.0,1.6975200000000001,1.03999,0.8454200000000001,0.5487,0.35329,0.27571,2.11055,2016,6.803999999999999,6.938,0.0,0.0,0.0,0.0,0.0
Mexico,Latin America and Caribbean,21,6.778,0.0,1.1150799999999998,0.7146,0.71143,0.37709000000000004,0.18355,0.11735,3.5590599999999997,2016,6.68,6.876,0.0,0.0,0.0,0.0,0.0
Singapore,Southeastern Asia,22,6.739,0.0,1.64555,0.8675799999999999,0.94719,0.4877,0.46986999999999995,0.32706,1.99375,2016,6.6739999999999995,6.803999999999999,0.0,0.0,0.0,0.0,0.0
United Kingdom,Western Europe,23,6.725,0.0,1.40283,1.0867200000000001,0.80991,0.50036,0.27399,0.50156,2.1499900000000003,2016,6.647,6.803,0.0,0.0,0.0,0.0,0.0
Chile,Latin America and Caribbean,24,6.705,0.0,1.2167,0.9058700000000001,0.8188300000000001,0.37789,0.11450999999999999,0.31595,2.95505,2016,6.615,6.795,0.0,0.0,0.0,0.0,0.0
Panama,Latin America and Caribbean,25,6.7010000000000005,0.0,1.18306,0.9891200000000001,0.70835,0.48927,0.08423,0.2418,3.00559,2016,6.601,6.801,0.0,0.0,0.0,0.0,0.0
Argentina,Latin America and Caribbean,26,6.65,0.0,1.15137,1.0661200000000002,0.69711,0.42283999999999994,0.07296,0.10989000000000002,3.12985,2016,6.56,6.74,0.0,0.0,0.0,0.0,0.0
Czech Republic,Central and Eastern Europe,27,6.596,0.0,1.30915,1.00793,0.76376,0.41418,0.03986,0.09929,2.96211,2016,6.515,6.6770000000000005,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,Middle East and Northern Africa,28,6.5729999999999995,0.0,1.57352,0.8711399999999999,0.72993,0.56215,0.35561,0.26591,2.21507,2016,6.494,6.652,0.0,0.0,0.0,0.0,0.0
Uruguay,Latin America and Caribbean,29,6.545,0.0,1.18157,1.0314299999999998,0.72183,0.54388,0.21394000000000002,0.18056,2.67139,2016,6.456,6.6339999999999995,0.0,0.0,0.0,0.0,0.0
Malta,Western Europe,30,6.4879999999999995,0.0,1.30782,1.09879,0.80315,0.54994,0.17554,0.56237,1.99032,2016,6.409,6.567,0.0,0.0,0.0,0.0,0.0
Colombia,Latin America and Caribbean,31,6.481,0.0,1.0303200000000001,1.02169,0.59659,0.44735,0.053989999999999996,0.15625999999999998,3.1747099999999997,2016,6.3839999999999995,6.577999999999999,0.0,0.0,0.0,0.0,0.0
France,Western Europe,32,6.478,0.0,1.39488,1.00508,0.83795,0.46562,0.17808,0.1216,2.4744,2016,6.397,6.559,0.0,0.0,0.0,0.0,0.0
Thailand,Southeastern Asia,33,6.474,0.0,1.0893,1.04477,0.64915,0.49553,0.02833,0.58696,2.5796,2016,6.396,6.5520000000000005,0.0,0.0,0.0,0.0,0.0
Saudi Arabia,Middle East and Northern Africa,34,6.379,0.0,1.48953,0.84829,0.59267,0.37904,0.30008,0.15457,2.61482,2016,6.287000000000001,6.471,0.0,0.0,0.0,0.0,0.0
Taiwan,Eastern Asia,34,6.379,0.0,1.39729,0.92624,0.79565,0.32377,0.0663,0.25495,2.61523,2016,6.305,6.452999999999999,0.0,0.0,0.0,0.0,0.0
Qatar,Middle East and Northern Africa,36,6.375,0.0,1.82427,0.87964,0.71723,0.56679,0.48049,0.32388,1.5822399999999999,2016,6.178,6.572,0.0,0.0,0.0,0.0,0.0
Spain,Western Europe,37,6.361000000000001,0.0,1.34253,1.12945,0.8789600000000001,0.37545,0.06137000000000001,0.17665,2.39663,2016,6.287999999999999,6.434,0.0,0.0,0.0,0.0,0.0
Algeria,Middle East and Northern Africa,38,6.355,0.0,1.05266,0.83309,0.6180399999999999,0.21006,0.16157,0.07044,3.40904,2016,6.227,6.483,0.0,0.0,0.0,0.0,0.0
Guatemala,Latin America and Caribbean,39,6.324,0.0,0.83454,0.8711899999999999,0.5403899999999999,0.50379,0.08701,0.28808,3.19863,2016,6.212999999999999,6.435,0.0,0.0,0.0,0.0,0.0
Suriname,Latin America and Caribbean,40,6.269,0.0,1.09686,0.77866,0.5093300000000001,0.5223399999999999,0.12692,0.16665,3.06852,2016,6.0729999999999995,6.465,0.0,0.0,0.0,0.0,0.0
Kuwait,Middle East and Northern Africa,41,6.239,0.0,1.61714,0.8775799999999999,0.63569,0.43166000000000004,0.23669,0.15965,2.28085,2016,6.154,6.324,0.0,0.0,0.0,0.0,0.0
Bahrain,Middle East and Northern Africa,42,6.218,0.0,1.44024,0.9439700000000001,0.65696,0.47375,0.25772,0.17147,2.27405,2016,6.127999999999999,6.308,0.0,0.0,0.0,0.0,0.0
Trinidad and Tobago,Latin America and Caribbean,43,6.167999999999999,0.0,1.32572,0.98569,0.52608,0.48453,0.01241,0.31935,2.5139400000000003,2016,5.95,6.386,0.0,0.0,0.0,0.0,0.0
Venezuela,Latin America and Caribbean,44,6.084,0.0,1.1336700000000002,1.03302,0.6190399999999999,0.19847,0.08304,0.0425,2.9746799999999998,2016,5.973,6.195,0.0,0.0,0.0,0.0,0.0
Slovakia,Central and Eastern Europe,45,6.077999999999999,0.0,1.27973,1.0826799999999999,0.70367,0.23390999999999998,0.02947,0.13837,2.61065,2016,5.996,6.16,0.0,0.0,0.0,0.0,0.0
El Salvador,Latin America and Caribbean,46,6.068,0.0,0.8737,0.80975,0.596,0.37269,0.10613,0.08877,3.22134,2016,5.9670000000000005,6.169,0.0,0.0,0.0,0.0,0.0
Malaysia,Southeastern Asia,47,6.005,0.0,1.25142,0.88025,0.62366,0.39031,0.09081,0.41473999999999994,2.35384,2016,5.921,6.0889999999999995,0.0,0.0,0.0,0.0,0.0
Nicaragua,Latin America and Caribbean,48,5.992000000000001,0.0,0.69384,0.8952100000000001,0.65213,0.46581999999999996,0.16292,0.29773,2.82428,2016,5.877000000000001,6.107,0.0,0.0,0.0,0.0,0.0
Uzbekistan,Central and Eastern Europe,49,5.987,0.0,0.7359100000000001,1.1681,0.50163,0.60848,0.28333,0.34326,2.34638,2016,5.896,6.077999999999999,0.0,0.0,0.0,0.0,0.0
Italy,Western Europe,50,5.977,0.0,1.35495,1.04167,0.8510200000000001,0.18827,0.02556,0.16684000000000002,2.34918,2016,5.898,6.056,0.0,0.0,0.0,0.0,0.0
Ecuador,Latin America and Caribbean,51,5.976,0.0,0.97306,0.85974,0.68613,0.4027,0.18037,0.10074,2.77366,2016,5.88,6.072,0.0,0.0,0.0,0.0,0.0
Belize,Latin America and Caribbean,52,5.956,0.0,0.87616,0.68655,0.45569,0.51231,0.10770999999999999,0.23684000000000002,3.08039,2016,5.71,6.202000000000001,0.0,0.0,0.0,0.0,0.0
Japan,Eastern Asia,53,5.921,0.0,1.3800700000000001,1.06054,0.91491,0.46761,0.18985,0.10224,1.8058400000000001,2016,5.85,5.992000000000001,0.0,0.0,0.0,0.0,0.0
Kazakhstan,Central and Eastern Europe,54,5.919,0.0,1.22943,0.95544,0.57386,0.4052,0.11132,0.15011,2.49325,2016,5.837000000000001,6.001,0.0,0.0,0.0,0.0,0.0
Moldova,Central and Eastern Europe,55,5.897,0.0,0.69177,0.8313200000000001,0.5230899999999999,0.25201999999999997,0.019030000000000002,0.19997,3.38007,2016,5.8229999999999995,5.971,0.0,0.0,0.0,0.0,0.0
Russia,Central and Eastern Europe,56,5.856,0.0,1.2322799999999998,1.05261,0.58991,0.32682,0.03586,0.027360000000000002,2.59115,2016,5.789,5.922999999999999,0.0,0.0,0.0,0.0,0.0
Poland,Central and Eastern Europe,57,5.835,0.0,1.24585,1.04685,0.69058,0.4519,0.055,0.14443,2.20035,2016,5.749,5.921,0.0,0.0,0.0,0.0,0.0
South Korea,Eastern Asia,57,5.835,0.0,1.35948,0.7219399999999999,0.88645,0.25168,0.07716,0.18824000000000002,2.35015,2016,5.747000000000001,5.922999999999999,0.0,0.0,0.0,0.0,0.0
Bolivia,Latin America and Caribbean,59,5.822,0.0,0.79422,0.8377899999999999,0.4697,0.50961,0.07746,0.21698,2.91635,2016,5.74,5.904,0.0,0.0,0.0,0.0,0.0
Lithuania,Central and Eastern Europe,60,5.813,0.0,1.2692,1.0641100000000001,0.64674,0.18929,0.0182,0.02025,2.60525,2016,5.734,5.892,0.0,0.0,0.0,0.0,0.0
Belarus,Central and Eastern Europe,61,5.8020000000000005,0.0,1.1306200000000002,1.04993,0.6310399999999999,0.29091,0.17457,0.13942000000000002,2.3858200000000003,2016,5.723,5.881,0.0,0.0,0.0,0.0,0.0
North Cyprus,Western Europe,62,5.771,0.0,1.31141,0.81826,0.8414200000000001,0.43596,0.16577999999999998,0.26322,1.9344700000000001,2016,5.67,5.872000000000001,0.0,0.0,0.0,0.0,0.0
Slovenia,Central and Eastern Europe,63,5.768,0.0,1.2994700000000001,1.05613,0.79151,0.53164,0.03635,0.25738,1.79522,2016,5.683,5.853,0.0,0.0,0.0,0.0,0.0
Peru,Latin America and Caribbean,64,5.742999999999999,0.0,0.9960200000000001,0.81255,0.6299399999999999,0.37501999999999996,0.05292,0.14527,2.73117,2016,5.647,5.8389999999999995,0.0,0.0,0.0,0.0,0.0
Turkmenistan,Central and Eastern Europe,65,5.6579999999999995,0.0,1.08017,1.03817,0.44006000000000006,0.37408,0.28467,0.22566999999999998,2.21489,2016,5.58,5.736000000000001,0.0,0.0,0.0,0.0,0.0
Mauritius,Sub-Saharan Africa,66,5.648,0.0,1.14372,0.75695,0.66189,0.46145,0.05202999999999999,0.36951,2.20223,2016,5.507000000000001,5.789,0.0,0.0,0.0,0.0,0.0
Libya,Middle East and Northern Africa,67,5.615,0.0,1.0668799999999998,0.95076,0.52304,0.40671999999999997,0.10339000000000001,0.17087,2.39374,2016,5.406000000000001,5.824,0.0,0.0,0.0,0.0,0.0
Latvia,Central and Eastern Europe,68,5.56,0.0,1.2178799999999999,0.95025,0.63952,0.27996,0.0889,0.17445,2.20859,2016,5.486000000000001,5.6339999999999995,0.0,0.0,0.0,0.0,0.0
Cyprus,Western Europe,69,5.546,0.0,1.31857,0.70697,0.8488,0.29507,0.05227999999999999,0.27906,2.04497,2016,5.442,5.65,0.0,0.0,0.0,0.0,0.0
Paraguay,Latin America and Caribbean,70,5.537999999999999,0.0,0.8937299999999999,1.11111,0.58295,0.46235,0.07396,0.25296,2.16091,2016,5.452999999999999,5.622999999999999,0.0,0.0,0.0,0.0,0.0
Romania,Central and Eastern Europe,71,5.528,0.0,1.1697,0.7280300000000001,0.67602,0.36712,0.006790000000000001,0.12889,2.4518400000000002,2016,5.4270000000000005,5.629,0.0,0.0,0.0,0.0,0.0
Estonia,Central and Eastern Europe,72,5.517,0.0,1.2796399999999999,1.0516299999999998,0.68098,0.41511000000000003,0.18519000000000002,0.08423,1.81985,2016,5.437,5.597,0.0,0.0,0.0,0.0,0.0
Jamaica,Latin America and Caribbean,73,5.51,0.0,0.89333,0.96372,0.5946899999999999,0.43596999999999997,0.04294,0.22245,2.35682,2016,5.315,5.705,0.0,0.0,0.0,0.0,0.0
Croatia,Central and Eastern Europe,74,5.4879999999999995,0.0,1.18649,0.6080899999999999,0.70524,0.23906999999999998,0.04002,0.18434,2.52462,2016,5.402,5.574,0.0,0.0,0.0,0.0,0.0
Hong Kong,Eastern Asia,75,5.457999999999999,0.0,1.5107,0.87021,0.9527700000000001,0.48078999999999994,0.31647,0.40097,0.92614,2016,5.362,5.553999999999999,0.0,0.0,0.0,0.0,0.0
Somalia,Sub-Saharan Africa,76,5.44,0.0,0.0,0.33613000000000004,0.11465999999999998,0.5677800000000001,0.3118,0.27225,3.8377199999999996,2016,5.321000000000001,5.559,0.0,0.0,0.0,0.0,0.0
Kosovo,Central and Eastern Europe,77,5.401,0.0,0.90145,0.66062,0.54,0.14396,0.06547,0.27992,2.80998,2016,5.308,5.494,0.0,0.0,0.0,0.0,0.0
Turkey,Middle East and Northern Africa,78,5.388999999999999,0.0,1.1649200000000002,0.8771700000000001,0.64718,0.23889000000000002,0.12347999999999999,0.04707,2.29074,2016,5.295,5.483,0.0,0.0,0.0,0.0,0.0
Indonesia,Southeastern Asia,79,5.314,0.0,0.95104,0.87625,0.49373999999999996,0.39237,0.00322,0.56521,2.03171,2016,5.237,5.391,0.0,0.0,0.0,0.0,0.0
Jordan,Middle East and Northern Africa,80,5.303,0.0,0.9967299999999999,0.86216,0.60712,0.36023,0.13297,0.14262,2.20142,2016,5.187,5.419,0.0,0.0,0.0,0.0,0.0
Azerbaijan,Central and Eastern Europe,81,5.291,0.0,1.12373,0.76042,0.54504,0.35327,0.17914000000000002,0.0564,2.2735,2016,5.226,5.356,0.0,0.0,0.0,0.0,0.0
Philippines,Southeastern Asia,82,5.279,0.0,0.81217,0.87877,0.47036000000000006,0.5485399999999999,0.11757000000000001,0.21674000000000002,2.23484,2016,5.16,5.398,0.0,0.0,0.0,0.0,0.0
China,Eastern Asia,83,5.245,0.0,1.0278,0.79381,0.73561,0.44011999999999996,0.02745,0.049589999999999995,2.17087,2016,5.199,5.291,0.0,0.0,0.0,0.0,0.0
Bhutan,Southern Asia,84,5.196000000000001,0.0,0.8527,0.9083600000000001,0.49759,0.46074,0.1616,0.48546000000000006,1.82916,2016,5.138,5.254,0.0,0.0,0.0,0.0,0.0
Kyrgyzstan,Central and Eastern Europe,85,5.185,0.0,0.5604399999999999,0.95434,0.5544899999999999,0.40212,0.047619999999999996,0.38432,2.28136,2016,5.103,5.267,0.0,0.0,0.0,0.0,0.0
Serbia,Central and Eastern Europe,86,5.1770000000000005,0.0,1.03437,0.81329,0.6458,0.15718,0.04339,0.20736999999999997,2.2753900000000002,2016,5.083,5.271,0.0,0.0,0.0,0.0,0.0
Bosnia and Herzegovina,Central and Eastern Europe,87,5.162999999999999,0.0,0.9338299999999999,0.64367,0.7076600000000001,0.09511,0.0,0.29889,2.48406,2016,5.063,5.263,0.0,0.0,0.0,0.0,0.0
Montenegro,Central and Eastern Europe,88,5.1610000000000005,0.0,1.07838,0.74173,0.6353300000000001,0.15111,0.12721,0.17190999999999998,2.2553099999999997,2016,5.055,5.267,0.0,0.0,0.0,0.0,0.0
Dominican Republic,Latin America and Caribbean,89,5.155,0.0,1.02787,0.9949600000000001,0.5766899999999999,0.52259,0.12372000000000001,0.21286,1.6962599999999999,2016,5.037,5.273,0.0,0.0,0.0,0.0,0.0
Morocco,Middle East and Northern Africa,90,5.151,0.0,0.8405799999999999,0.38595,0.5947100000000001,0.25645999999999997,0.08404,0.040530000000000004,2.9489099999999997,2016,5.058,5.244,0.0,0.0,0.0,0.0,0.0
Hungary,Central and Eastern Europe,91,5.145,0.0,1.24142,0.9316399999999999,0.67608,0.1977,0.044719999999999996,0.099,1.9547299999999999,2016,5.056,5.234,0.0,0.0,0.0,0.0,0.0
Pakistan,Southern Asia,92,5.132000000000001,0.0,0.68816,0.26135,0.40306,0.14622000000000002,0.1388,0.31185,3.18286,2016,5.038,5.226,0.0,0.0,0.0,0.0,0.0
Lebanon,Middle East and Northern Africa,93,5.129,0.0,1.12268,0.64184,0.76171,0.26228,0.030610000000000002,0.23693000000000003,2.0733900000000003,2016,5.031000000000001,5.227,0.0,0.0,0.0,0.0,0.0
Portugal,Western Europe,94,5.122999999999999,0.0,1.27607,0.9436700000000001,0.7936300000000001,0.44727,0.01521,0.11690999999999999,1.53015,2016,5.03,5.216,0.0,0.0,0.0,0.0,0.0
Macedonia,Central and Eastern Europe,95,5.121,0.0,1.0193,0.78236,0.6473800000000001,0.27668000000000004,0.07047,0.23506999999999997,2.08947,2016,5.0169999999999995,5.225,0.0,0.0,0.0,0.0,0.0
Vietnam,Southeastern Asia,96,5.061,0.0,0.74037,0.7911699999999999,0.66157,0.5595399999999999,0.11556,0.25075,1.9418,2016,4.9910000000000005,5.131,0.0,0.0,0.0,0.0,0.0
Somaliland Region,Sub-Saharan Africa,97,5.0569999999999995,0.0,0.25558000000000003,0.75862,0.33108000000000004,0.3913,0.36794,0.51479,2.43801,2016,4.934,5.18,0.0,0.0,0.0,0.0,0.0
Tunisia,Middle East and Northern Africa,98,5.045,0.0,0.97724,0.43165,0.59577,0.23553000000000002,0.0817,0.03936,2.68413,2016,4.965,5.125,0.0,0.0,0.0,0.0,0.0
Greece,Western Europe,99,5.033,0.0,1.24886,0.75473,0.80029,0.05822000000000001,0.04127,0.0,2.12944,2016,4.935,5.131,0.0,0.0,0.0,0.0,0.0
Tajikistan,Central and Eastern Europe,100,4.996,0.0,0.48835,0.75602,0.5311899999999999,0.43408,0.13509000000000002,0.25998000000000004,2.39106,2016,4.923,5.069,0.0,0.0,0.0,0.0,0.0
Mongolia,Eastern Asia,101,4.907,0.0,0.9885299999999999,1.0898299999999999,0.55469,0.35972,0.03285,0.34539000000000003,1.53586,2016,4.838,4.976,0.0,0.0,0.0,0.0,0.0
Laos,Southeastern Asia,102,4.876,0.0,0.68042,0.5497,0.38291,0.52168,0.22423,0.43078999999999995,2.08637,2016,4.742,5.01,0.0,0.0,0.0,0.0,0.0
Nigeria,Sub-Saharan Africa,103,4.875,0.0,0.75216,0.64498,0.05108,0.27854,0.0305,0.23219,2.8858599999999996,2016,4.75,5.0,0.0,0.0,0.0,0.0,0.0
Honduras,Latin America and Caribbean,104,4.871,0.0,0.69429,0.7559600000000001,0.5838300000000001,0.26755,0.06906,0.2044,2.2955099999999997,2016,4.75,4.992,0.0,0.0,0.0,0.0,0.0
Iran,Middle East and Northern Africa,105,4.813,0.0,1.11758,0.38856999999999997,0.64232,0.22544,0.0557,0.38538,1.99817,2016,4.703,4.923,0.0,0.0,0.0,0.0,0.0
Zambia,Sub-Saharan Africa,106,4.795,0.0,0.61202,0.6376,0.23573000000000002,0.42662,0.11479,0.17865999999999999,2.5899099999999997,2016,4.645,4.945,0.0,0.0,0.0,0.0,0.0
Nepal,Southern Asia,107,4.793,0.0,0.44626000000000005,0.69699,0.50073,0.37012,0.07007999999999999,0.3816,2.32694,2016,4.698,4.888,0.0,0.0,0.0,0.0,0.0
Palestinian Territories,Middle East and Northern Africa,108,4.754,0.0,0.67024,0.71629,0.56844,0.17744000000000001,0.10613,0.11154000000000001,2.40364,2016,4.649,4.859,0.0,0.0,0.0,0.0,0.0
Albania,Central and Eastern Europe,109,4.655,0.0,0.9553,0.50163,0.73007,0.31866,0.05301,0.1684,1.9281599999999999,2016,4.546,4.763999999999999,0.0,0.0,0.0,0.0,0.0
Bangladesh,Southern Asia,110,4.643,0.0,0.54177,0.24749000000000002,0.52989,0.39778,0.12583,0.19132000000000002,2.6090400000000002,2016,4.56,4.726,0.0,0.0,0.0,0.0,0.0
Sierra Leone,Sub-Saharan Africa,111,4.635,0.0,0.36485,0.628,0.0,0.30685,0.08196,0.23897,3.01402,2016,4.505,4.765,0.0,0.0,0.0,0.0,0.0
